X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
400840.659999996,139142.940000001,25134911,2025/09/04 03:32:55+00,MIDNIGHT,OTHERS,ROBBERY,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9201570109,-76.9903059701,,2025/09/04 01:46:00+00,2025/09/04 01:56:00+00,806951738,
399323.539999999,138138.68,25423853,2025/09/04 14:32:34+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF Q STREET NE,399323.54,138138.68,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9111104443,-77.0077995761,,2025/09/01 20:15:00+00,2025/09/02 20:16:00+00,806951834,
398010.0,137782.890000001,25147971,2025/09/28 00:10:12+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 8TH STREET NW,398010,137782.89,2,2G,3,307,Cluster 7,004902 1,004902,Precinct 18,38.9079033735,-77.022943646,,2025/09/27 23:08:00+00,2025/09/27 23:40:00+00,806952431,
401897.409999996,136243.800000001,25148061,2025/09/28 03:23:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF 18TH PLACE NE,401897.41,136243.8,7,7D,5,507,Cluster 25,007901 2,007901,Precinct 81,38.8940389067,-76.9781281191,,2025/09/28 02:46:00+00,2025/09/28 03:05:00+00,806952432,
398469.82,134448.469999999,25147736,2025/09/27 15:15:58+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6,6D,1,105,Cluster 9,010201 2,010201,Precinct 128,38.8778666066,-77.0176347386,SOUTHWEST,2025/09/27 13:47:00+00,,806952433,
397228.829999998,137798.129999999,25147976,2025/09/27 23:55:49+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 14TH STREET NW,397228.83,137798.13,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 17,38.9080385449,-77.0319501832,,2025/09/27 22:24:00+00,2025/09/27 23:52:00+00,806952434,
401728.259999998,138813.539999999,25148055,2025/09/28 03:11:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,401728.26,138813.54,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9171883705,-76.9800714834,,2025/09/28 02:50:00+00,2025/09/28 02:55:00+00,806952435,
398758.710000001,145213.059999999,25147788,2025/09/27 16:54:43+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/09/27 16:03:00+00,2025/09/27 16:54:00+00,806952436,
395063.890000001,136998.120000001,25147855,2025/09/27 20:01:09+00,EVENING,OTHERS,THEFT F/AUTO,2701 - 2899 BLOCK OF VIRGINIA AVENUE NW,395063.89,136998.12,2,2E,2,206,Cluster 45,000102 3,000102,Precinct 5,38.9008222833,-77.0569050876,GEORGETOWN,2025/09/27 10:20:00+00,2025/09/27 13:00:00+00,806952437,
401721.049999997,133117.149999999,25147902,2025/09/27 21:12:56+00,EVENING,OTHERS,THEFT/OTHER,1649 - 1799 BLOCK OF MARION BARRY AVENUE SE,401721.05,133117.15,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,38.8658731872,-76.9801688908,ANACOSTIA,2025/09/27 20:34:00+00,2025/09/27 20:50:00+00,806952438,
396504.560000002,137376.52,25147683,2025/09/27 12:32:01+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,396504.56,137376.52,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9042379536,-77.0402985018,GOLDEN TRIANGLE,2025/09/27 02:00:00+00,2025/09/27 10:00:00+00,806952439,
398101.219999999,138793.82,25147793,2025/09/27 17:32:23+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF GEORGIA AVENUE NW,398101.22,138793.82,1,1B,3,306,Cluster 3,003400 2,003400,Precinct 37,38.9170103743,-77.0218947232,,2025/09/27 14:30:00+00,2025/09/27 15:30:00+00,806952440,
397293.75,141435.280000001,25424174,2025/09/27 12:31:42+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF TAYLOR STREET NW,397293.75,141435.28,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 47,38.9408033496,-77.0312160281,,2025/09/25 06:04:00+00,2025/09/25 06:05:00+00,806952441,
400504.020000003,129677.18,25147231,2025/09/27 11:14:41+00,DAY,OTHERS,THEFT F/AUTO,3700 - 3851 BLOCK OF 9TH STREET SE,400504.02,129677.18,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,38.8348859806,-76.9941948591,,2025/09/24 12:00:00+00,2025/09/24 20:00:00+00,806952442,
402830.954999998,131500.580899999,25147168,2025/09/26 16:52:08+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,2800 - 2899 BLOCK OF JASPER STREET SE,402830.95504058,131500.580919463,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8513075778,-76.9673864653,,2025/09/25 15:30:00+00,2025/09/26 15:23:00+00,806952443,
402061,135138,25146957,2025/09/26 10:30:07+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1900 BLOCK OF D STREET SE,402061,135138,7,7F,1,107,Cluster 26,006804 1,006804,Precinct 80,38.8840770766,-76.9762456966,,2025/09/26 01:17:00+00,2025/09/26 01:20:00+00,806952444,
394459.18,141888.039999999,25147968,2025/09/27 23:15:14+00,EVENING,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,394459.18,141888.04,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,38.9448686362,-77.0639158491,,2025/09/27 22:32:00+00,2025/09/27 23:20:00+00,806952448,
400790.840000004,136927.600000001,25147733,2025/09/27 14:34:02+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF H STREET NE,400790.84,136927.6,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.9002005173,-76.9908830183,,2025/09/27 13:58:00+00,2025/09/27 14:20:00+00,806952449,
400275.810000002,142748.170000002,25147790,2025/09/27 17:06:27+00,DAY,OTHERS,ROBBERY,SOUTH DAKOTA AVENUE NE AND GALLOWAY STREET NE,400275.81001421,142748.1700179,5,5A,4,406,Cluster 19,009508 2,009508,Precinct 66,38.9526343554,-76.9968180612,,2025/09/27 16:12:00+00,2025/09/27 16:46:00+00,806952452,
396307.810000002,137533.789999999,25147989,2025/09/28 00:27:02+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF M STREET NW,396307.81,137533.79,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9056538923,-77.0425676537,GOLDEN TRIANGLE,2025/09/27 23:00:00+00,2025/09/28 00:00:00+00,806952453,
396835.859999999,139570.98,25147947,2025/09/27 22:41:55+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2699 BLOCK OF 16TH STREET NW,396835.86,139570.98,1,1A,3,304,Cluster 2,003702 1,003702,Precinct 36,38.9240076386,-77.0364890975,,2025/09/21 23:00:00+00,2025/09/27 16:00:00+00,806952455,
400211.171700001,132550.704,25147665,2025/09/27 11:01:26+00,DAY,OTHERS,THEFT/OTHER,1100 - 1237 BLOCK OF SUMNER ROAD SE,400211.171742149,132550.703960438,8,8C,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8607720644,-76.9975669094,,2025/09/24 16:56:00+00,2025/09/24 20:00:00+00,806952456,
398731.020000003,138367.25,25424175,2025/09/27 12:31:47+00,DAY,OTHERS,THEFT/OTHER,201 - 298 BLOCK OF FLORIDA AVENUE NW,398731.02,138367.25,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,38.9131688245,-77.0146317473,,2025/09/27 08:55:00+00,2025/09/27 09:10:00+00,806952457,
397116.560000002,138634.399999999,25147756,2025/09/27 15:45:07+00,DAY,OTHERS,BURGLARY,1400 - 1499 BLOCK OF T STREET NW,397116.56,138634.4,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9155715871,-77.0332481108,,2025/09/27 05:42:00+00,2025/09/27 07:19:00+00,806952459,
400075.950000003,140453.920000002,25147815,2025/09/27 21:05:37+00,EVENING,OTHERS,THEFT F/AUTO,400 - 599 BLOCK OF MICHIGAN AVENUE NE,400075.95,140453.92,5,5A,4,405,Cluster 20,009511 1,009511,Precinct 68,38.9319671312,-76.9991240412,,2025/09/25 15:30:00+00,2025/09/25 18:00:00+00,806952461,
397198.399999999,143908.390000001,25147853,2025/09/27 19:19:51+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1328 - 1399 BLOCK OF PEABODY STREET NW,397198.4,143908.39,4,4A,4,402,Cluster 17,001804 3,001804,Precinct 60,38.9630814941,-77.0323259719,,2025/09/27 17:35:00+00,2025/09/27 19:20:00+00,806952463,
397979.880000003,140183.57,25147664,2025/09/27 10:41:59+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,397979.88,140183.57,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.9295294163,-77.0232979775,,2025/09/27 10:25:00+00,2025/09/27 10:42:00+00,806952464,
401257.016400002,135070.543499999,25147811,2025/09/27 18:22:09+00,DAY,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF 14TH STREET SE,401257.01641512,135070.543546776,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.88347092,-76.9855122293,,2025/09/27 16:00:00+00,2025/09/27 18:00:00+00,806952466,
406466.364500001,137166.0458,25147970,2025/09/27 23:48:38+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,900 - 919 BLOCK OF 52ND STREET NE,406466.364547954,137166.045756721,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9023250928,-76.9254520644,,2025/09/27 21:49:00+00,2025/09/27 23:39:00+00,806952467,
396544.240000002,138793.640000001,25424177,2025/09/27 13:31:51+00,DAY,OTHERS,THEFT/OTHER,1700 - 1780 BLOCK OF U STREET NW,396544.24,138793.64,2,2B,3,301,Cluster 6,004201 2,004201,Precinct 141,38.9170040097,-77.0398481676,,2025/09/15 01:25:00+00,2025/09/16 01:25:00+00,806952469,
398758.710000001,145213.059999999,25147856,2025/09/27 21:35:26+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/09/27 18:47:00+00,2025/09/27 19:20:00+00,806952471,
392758.869999997,143179.390000001,25147851,2025/09/27 19:32:07+00,EVENING,OTHERS,THEFT/OTHER,5100 - 5199 BLOCK OF WISCONSIN AVENUE NW,392758.87,143179.39,3,3E,2,202,Cluster 11,001004 1,001004,Precinct 31,38.9564890953,-77.083543312,FRIENDSHIP HEIGHTS,2025/09/27 18:14:00+00,2025/09/27 19:30:00+00,806952472,
400246.539999999,139229.039999999,25147907,2025/09/27 21:26:45+00,EVENING,GUN,THEFT F/AUTO,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2025/09/27 19:30:00+00,,806952473,
399497.079999998,144380.440000001,25145798,2025/09/24 01:17:48+00,EVENING,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF TUCKERMAN STREET NE,399497.08,144380.44,4,4B,4,406,Cluster 19,009505 2,009505,Precinct 64,38.9673381617,-77.0058032369,,2025/09/22 23:00:00+00,2025/09/23 20:30:00+00,806952879,
397664.0,145007.66,25146033,2025/09/24 15:44:11+00,DAY,OTHERS,THEFT F/AUTO,6800 - 6899 BLOCK OF GEORGIA AVENUE NW,397664,145007.66,4,4A,4,401,Cluster 40,010300 1,010300,Precinct 62,38.972985346,-77.0269574403,,2025/09/23 12:00:00+00,2025/09/23 21:00:00+00,806952942,
393499.789999999,138307.300000001,25145318,2025/09/23 05:42:11+00,MIDNIGHT,OTHERS,THEFT/OTHER,3800 - 3899 BLOCK OF RESERVOIR ROAD NW,393499.79,138307.3,2,2E,2,206,Cluster 4,000201 1,000201,Precinct 6,38.9126056532,-77.0749489271,,2025/09/23 05:01:00+00,2025/09/23 05:15:00+00,806952956,
401859.990000002,136018.460000001,25137280,2025/09/08 18:20:40+00,DAY,OTHERS,THEFT/OTHER,1718 - 1899 BLOCK OF CONSTITUTION AVENUE NE,401859.99,136018.46,7,7D,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8920090407,-76.9785600781,,2025/09/05 12:30:00+00,2025/09/05 16:10:00+00,806953035,
398010.200000003,138551.809999999,25139632,2025/09/12 19:21:40+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF 8TH STREET NW,398010.2,138551.81,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9148300665,-77.0229435682,,2025/09/11 22:00:00+00,2025/09/12 15:00:00+00,806953036,
393839.710000001,139090.850000001,25143695,2025/09/20 03:31:05+00,MIDNIGHT,OTHERS,THEFT/OTHER,2200 - 2298 BLOCK OF WISCONSIN AVENUE NW,393839.71,139090.85,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9196665779,-77.0710366027,,2025/09/20 00:05:00+00,2025/09/20 02:00:00+00,806953103,
401028.830700003,129297.364100002,25145154,2025/09/22 22:40:13+00,EVENING,OTHERS,ROBBERY,900 - 999 BLOCK OF SOUTHERN AVENUE SE,401028.830654908,129297.364117419,8,8E,7,706,Cluster 39,009700 2,009700,Precinct 121,38.8314639672,-76.988150826,,2025/09/22 21:42:00+00,,806953104,
398186.039999999,137185.329999998,25145443,2025/09/23 15:25:13+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/23 14:46:00+00,2025/09/23 14:50:00+00,806953125,
400212.030000001,130784.960000001,25133603,2025/09/01 23:40:21+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,3000 - 3010 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400212.03,130784.96,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,38.8448654807,-76.997557565,,2025/09/01 23:01:00+00,2025/09/01 23:47:00+00,806953141,
398750.240000002,136855.399999999,25138824,2025/09/11 12:05:11+00,DAY,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF MASSACHUSETTS AVENUE NW,398750.24,136855.4,6,6E,1,101,Cluster 8,005900 2,005900,Precinct 143,38.8995495811,-77.0144073834,DOWNTOWN,2025/09/10 15:00:00+00,2025/09/10 16:45:00+00,806953177,
400997.872100003,130527.495299999,25135127,2025/09/04 17:06:17+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,3300 - 3399 BLOCK OF 13TH STREET SE,400997.872126879,130527.49528656,8,8C,7,705,Cluster 38,007304 3,007304,Precinct 120,38.8425455836,-76.9885055955,,2025/09/04 13:30:00+00,2025/09/04 16:53:00+00,806953341,
400790.350000001,136018.670000002,25423834,2025/09/04 13:01:44+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF CONSTITUTION AVENUE NE,400790.35,136018.67,6,6A,1,108,Cluster 26,008100 3,008100,Precinct 85,38.8920125448,-76.9908897129,,2025/08/12 17:21:00+00,2025/08/12 17:21:00+00,806953473,
401822.229999997,136399.899999999,25145643,2025/09/23 20:48:14+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 18TH STREET NE,401822.23,136399.9,7,7D,5,507,Cluster 25,007901 2,007901,Precinct 81,38.8954452718,-76.9789943222,,2025/09/23 20:01:00+00,2025/09/23 20:47:00+00,806953575,
398794.039999999,127300.239999998,25135564,2025/09/05 10:40:30+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF DC VILLAGE LANE SW,398794.04,127300.24,8,8D,7,708,Cluster 44,010900 2,010900,Precinct 126,38.8134726993,-77.0138856966,,2025/09/05 08:32:00+00,2025/09/05 09:22:00+00,806953610,
401745.689999998,135773.219999999,25146174,2025/09/24 20:26:31+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF EAST CAPITOL STREET,401745.69,135773.22,7,7D,1,108,Cluster 26,008002 1,008002,Precinct 86,38.8898000618,-76.979878226,,2025/09/24 13:05:00+00,2025/09/24 19:35:00+00,806953637,
395766.700000003,137555.93,25138836,2025/09/11 12:34:15+00,DAY,OTHERS,THEFT/OTHER,1200 - 1249 BLOCK OF 22ND STREET NW,395766.7,137555.93,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,38.9058508976,-77.0488063042,,2025/08/28 16:55:00+00,2025/08/28 17:10:00+00,806953673,
400504.020000003,129677.18,25138662,2025/09/11 02:03:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3700 - 3851 BLOCK OF 9TH STREET SE,400504.02,129677.18,8,8E,7,706,Cluster 39,009801 1,009801,Precinct 121,38.8348859806,-76.9941948591,,2025/09/11 00:21:00+00,2025/09/11 00:58:00+00,806953675,
402017.969899997,136325.789500002,25423974,2025/09/12 10:03:08+00,MIDNIGHT,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF D STREET NE,402017.969919826,136325.789531941,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.89477723,-76.9767381565,,2025/09/11 17:23:00+00,2025/09/11 17:25:00+00,806953733,
402240.600000001,137433.649999999,25136195,2025/09/06 09:01:47+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF 21ST STREET NE,402240.6,137433.65,5,5D,5,507,Cluster 23,008903 1,008903,Precinct 78,38.904756695,-76.9741682083,,2025/09/06 06:49:00+00,2025/09/06 09:00:00+00,806953805,
400962.329999998,137617.170000002,25424024,2025/09/16 14:32:08+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF OWEN PLACE NE,400962.33,137617.17,5,5D,5,506,Cluster 23,008802 4,008802,Precinct 77,38.9064122362,-76.9889050768,,2025/09/14 15:40:00+00,2025/09/14 15:41:00+00,806953829,
399593.770000003,138180.609999999,25144478,2025/09/21 18:39:51+00,DAY,OTHERS,THEFT/OTHER,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,399593.77,138180.61,5,5F,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9114883305,-77.0046838521,NOMA,2025/09/21 16:07:00+00,2025/09/21 17:00:00+00,806953930,
398157.109999999,145289.149999999,25141149,2025/09/15 13:57:31+00,DAY,OTHERS,THEFT F/AUTO,7003 - 7099 BLOCK OF PINEY BRANCH ROAD NW,398157.11,145289.15,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9755222462,-77.0212677078,,2025/09/06 14:00:00+00,2025/09/06 19:00:00+00,806953953,
398758.710000001,145213.059999999,25140664,2025/09/14 15:09:01+00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/09/14 14:00:00+00,2025/09/14 14:15:00+00,806954183,
398437.469999999,145125.199999999,25141349,2025/09/15 22:57:09+00,EVENING,OTHERS,THEFT/OTHER,6900 - 6919 BLOCK OF 4TH STREET NW,398437.47,145125.2,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9740458906,-77.0180318646,,2025/09/15 19:42:00+00,2025/09/15 20:20:00+00,806954184,
399352.488799997,134192.1699,25133003,2025/08/31 19:35:07+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF HALF STREET SE,399352.488797352,134192.169945961,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8755588474,-77.0074620773,CAPITOL RIVERFRONT,2025/08/31 18:07:00+00,2025/08/31 19:15:00+00,806954190,
399605.939999998,142903.02,25141204,2025/09/15 15:53:01+00,DAY,OTHERS,THEFT/OTHER,5100 - 5315 BLOCK OF 1ST PLACE NE,399605.94,142903.02,5,5A,4,406,Cluster 19,009508 4,009508,Precinct 44,38.9540292405,-77.004546243,,2025/09/15 14:43:00+00,2025/09/15 14:50:00+00,806954650,
401848.119999997,131254.09,25133093,2025/08/31 22:15:55+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1853 BLOCK OF TUBMAN ROAD SE,401848.12,131254.09,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8490896944,-76.9787097105,,2025/08/25 03:00:00+00,2025/08/25 11:00:00+00,806955078,
400038.140000001,137846.690000001,25134347,2025/09/03 04:37:31+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1250 - 1299 BLOCK OF 4TH STREET NE,400038.14,137846.69,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9084803579,-76.9995602624,,2025/09/02 22:30:00+00,2025/09/03 01:00:00+00,806955079,
398604.640000001,133801.489999998,25142250,2025/09/17 15:54:29+00,DAY,OTHERS,THEFT F/AUTO,300 - 379 BLOCK OF P STREET SW,398604.64,133801.49,6,6D,1,105,Cluster 9,011001 1,011001,Precinct 127,38.8720385776,-77.0160796764,,2025/09/17 13:33:00+00,2025/09/17 13:50:00+00,806955649,
400840.659999996,139142.940000001,25144431,2025/09/23 17:11:07+00,DAY,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9201570109,-76.9903059701,,2025/09/21 14:27:00+00,2025/09/21 14:46:00+00,806955752,
399490.273699999,134352.7403,25146075,2025/09/24 17:22:41+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF 1ST STREET SE,399490.27369348,134352.74034611,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8770054198,-77.0058743296,CAPITOL RIVERFRONT,2025/09/24 16:13:00+00,2025/09/24 18:22:00+00,806955753,
401293.149999999,140110.09,25132517,2025/08/30 20:25:54+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF IRVING STREET NE,401293.15,140110.09,5,5B,5,504,Cluster 22,009301 3,009301,Precinct 73,38.9288688563,-76.9850862818,,2025/08/29 11:50:00+00,2025/08/29 15:30:00+00,806955764,
397919.399999999,137069.629999999,25423866,2025/09/04 19:03:05+00,EVENING,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 9TH STREET NW,397919.4,137069.63,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,38.9014778676,-77.0239860552,DOWNTOWN,2025/09/02 17:45:00+00,2025/09/02 19:40:00+00,806955800,
391716.090000004,141385.460000001,25424112,2025/09/24 12:01:22+00,DAY,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF SEDGWICK STREET NW,391716.09,141385.46,3,3D,2,205,Cluster 13,000903 2,000903,Precinct 9,38.9403196699,-77.0955525376,,2025/09/23 05:00:00+00,2025/09/23 09:50:00+00,806955815,
398809.619999997,134827.670000002,25135327,2025/09/05 03:35:44+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2025/09/04 21:04:00+00,2025/09/04 21:54:00+00,806956035,
401973.071099997,135587.8598,25147150,2025/09/26 18:21:54+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF 19TH STREET SE,401973.071103784,135587.859803256,7,7D,1,107,Cluster 26,006801 1,006801,Precinct 87,38.8881297865,-76.9772578399,,2025/09/26 15:09:00+00,2025/09/26 16:05:00+00,806956171,
397329.909999996,138387.579999998,25424168,2025/09/26 19:31:59+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF RIGGS STREET NW,397329.91,138387.58,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,38.9133488242,-77.0307870742,,2025/09/26 15:45:00+00,2025/09/26 15:50:00+00,806956172,
399009.609999999,133657.940000001,25147104,2025/09/26 14:21:22+00,DAY,OTHERS,THEFT/OTHER,50 - 99 BLOCK OF Q STREET SW,399009.61,133657.94,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8707459706,-77.0114127266,CAPITOL RIVERFRONT,2025/09/26 13:41:00+00,2025/09/26 14:30:00+00,806956173,
402596.490000002,132669.210000001,25147172,2025/09/26 17:40:16+00,DAY,OTHERS,THEFT/OTHER,2400 - 2698 BLOCK OF MARION BARRY AVENUE SE,402596.49,132669.21,8,8B,7,702,Cluster 36,007502 1,007502,Precinct 134,38.8618358091,-76.9700831676,,2025/09/26 16:04:00+00,2025/09/26 17:34:00+00,806956174,
397115.780000001,137977.23,25146989,2025/09/26 06:52:28+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2025/09/26 05:06:00+00,2025/09/26 05:34:00+00,806956175,
401859.990000002,136018.460000001,25147425,2025/09/27 01:13:29+00,EVENING,OTHERS,ROBBERY,1718 - 1899 BLOCK OF CONSTITUTION AVENUE NE,401859.99,136018.46,7,7D,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8920090407,-76.9785600781,,2025/09/26 21:15:00+00,2025/09/26 22:10:00+00,806956176,
396171.049999997,137945.800000001,25147030,2025/09/26 08:56:20+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2025/09/26 07:55:00+00,2025/09/26 08:13:00+00,806956177,
402158.310000002,138824.530000001,25147169,2025/09/26 16:20:47+00,DAY,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2025/09/26 15:50:00+00,2025/09/26 16:15:00+00,806956178,
399950.235699996,130370.9597,25147218,2025/09/26 18:20:24+00,DAY,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF 4TH STREET SE,399950.235741907,130370.959734415,8,8C,7,707,Cluster 39,009803 1,009803,Precinct 122,38.8411360058,-77.000573219,,2025/09/26 17:06:00+00,2025/09/26 18:07:00+00,806956179,
397642.700000003,140935.359999999,25147122,2025/09/26 15:10:58+00,DAY,OTHERS,THEFT/OTHER,3700 - 3769 BLOCK OF 10TH STREET NW,397642.7,140935.36,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 49,38.9363009289,-77.0271892455,,2025/09/26 13:15:00+00,2025/09/26 14:35:00+00,806956180,
397115.780000001,137977.23,25146969,2025/09/26 05:20:51+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2025/09/26 04:06:00+00,2025/09/26 04:30:00+00,806956181,
