X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
406429.170000002,136659.239999998,25145682,2025/09/24 03:43:19+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF DIVISION AVENUE NE,406429.17,136659.24,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,38.8977598792,-76.9258856077,,2025/09/23 21:23:00+00,2025/09/23 22:20:00+00,807302867,
397505.829999998,138305.329999998,25146362,2025/09/25 01:57:10+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF R STREET NW,397505.83,138305.33,2,2F,3,307,Cluster 7,005001 1,005001,Precinct 16,38.9126084053,-77.0287583563,,2025/09/24 23:34:00+00,2025/09/24 23:36:00+00,807302868,
403459.939999998,140142.0,25147272,2025/09/26 23:32:07+00,EVENING,OTHERS,THEFT/OTHER,2855 - 3200 BLOCK OF BLADENSBURG ROAD NE,403459.94,140142,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9291504511,-76.960096837,,2025/09/14 19:38:00+00,2025/09/26 19:40:00+00,807302869,
404284.619999997,136147.620000001,25147563,2025/09/27 05:32:58+00,MIDNIGHT,OTHERS,THEFT/OTHER,3844 - 3899 BLOCK OF MINNESOTA AVENUE NE,404284.62,136147.62,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8931640884,-76.9506108049,,2025/09/27 03:46:00+00,2025/09/27 04:48:00+00,807302870,
398358.0,137782.879999999,25424179,2025/09/27 16:02:00+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 5TH STREET NW,398358,137782.88,2,2G,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9079040025,-77.0189313904,,2025/09/16 16:06:00+00,2025/09/16 22:00:00+00,807303651,
400233.789999999,136927.879999999,25132410,2025/08/30 16:30:47+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,010602 2,010602,Precinct 83,38.9002033642,-76.9973048161,,2025/08/28 16:30:00+00,2025/08/28 16:45:00+00,807303710,
402110.530000001,131475.940000001,25132650,2025/08/31 01:53:14+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF BRUCE PLACE SE,402110.53,131475.94,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8510876253,-76.9756860743,,2025/08/31 00:03:00+00,2025/08/31 01:44:00+00,807303711,
398758.710000001,145213.059999999,25132692,2025/08/31 03:16:54+00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/08/31 02:01:00+00,2025/08/31 02:34:00+00,807303712,
397162.490000002,141258.390000001,25133421,2025/09/01 18:04:39+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 14TH STREET NW,397162.49,141258.39,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 47,38.9392094588,-77.0327293531,,2025/09/01 15:19:00+00,2025/09/01 16:58:00+00,807303713,
397359.289999999,142025.920000002,25133740,2025/09/02 04:53:41+00,MIDNIGHT,GUN,ROBBERY,1300 - 1331 BLOCK OF BUCHANAN STREET NW,397359.29,142025.92,4,4E,4,404,Cluster 18,002501 1,002501,Precinct 48,38.9461242026,-77.0304623114,,2025/09/02 02:42:00+00,2025/09/02 02:50:00+00,807303714,
399593.770000003,138180.609999999,25134312,2025/09/03 01:53:58+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,399593.77,138180.61,5,5F,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9114883305,-77.0046838521,NOMA,2025/09/01 23:00:00+00,2025/09/02 10:45:00+00,807303715,
400541.340000004,136696.640000001,25134459,2025/09/03 13:59:23+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF 9TH STREET NE,400541.34,136696.64,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.8981201355,-76.9937594925,,2025/08/27 14:00:00+00,2025/09/27 15:00:00+00,807303716,
399703.560000002,144058.620000001,25134978,2025/09/04 06:36:56+00,MIDNIGHT,GUN,ROBBERY,6100 - 6199 BLOCK OF NEW HAMPSHIRE AVENUE NE,399703.56,144058.62,4,4B,4,406,Cluster 19,009505 2,009505,Precinct 64,38.9644392219,-77.0034205074,,2025/09/03 04:02:00+00,2025/09/04 05:10:00+00,807303717,
397162.310000002,140976.59,25135471,2025/09/05 02:54:36+00,EVENING,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 14TH STREET NW,397162.31,140976.59,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9366709208,-77.0327302639,,2025/09/05 02:18:00+00,2025/09/05 02:54:00+00,807303718,
401058.869999997,129397.059999999,25135555,2025/09/05 07:43:55+00,MIDNIGHT,OTHERS,ROBBERY,4300 - 4399 BLOCK OF WHEELER ROAD SE,401058.87,129397.06,8,8E,7,706,Cluster 39,009700 2,009700,Precinct 121,38.8323620382,-76.9878047057,,2025/09/05 05:59:00+00,2025/09/05 07:30:00+00,807303719,
402363.710000001,130873.460000001,25136049,2025/09/06 03:16:03+00,MIDNIGHT,GUN,ROBBERY,3400 - 3799 BLOCK OF 22ND STREET SE,402363.71,130873.46,8,8E,7,704,Cluster 38,007409 2,007409,Precinct 116,38.8456595779,-76.9727714366,,2025/09/06 01:22:00+00,,807303720,
398151.32,140977.170000002,25136281,2025/09/06 15:22:00+00,DAY,OTHERS,THEFT/OTHER,3644 - 3699 BLOCK OF WARDER STREET NW,398151.32,140977.17,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9366787833,-77.0213229036,,2025/09/06 15:09:00+00,2025/09/06 15:12:00+00,807303721,
393070.630000003,142276.379999999,25136489,2025/09/07 00:02:14+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2025/09/06 22:48:00+00,2025/09/06 23:39:00+00,807303722,
401728.259999998,138813.539999999,25136523,2025/09/07 00:51:39+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,401728.26,138813.54,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9171883705,-76.9800714834,,2025/09/06 04:00:00+00,,807303723,
404541.469999999,136535.379999999,25137482,2025/09/09 00:08:14+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2025/09/08 21:00:00+00,2025/09/08 22:11:00+00,807303724,
397162.060000002,140182.43,25137608,2025/09/09 02:09:47+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/09/09 00:49:00+00,2025/09/09 01:20:00+00,807303725,
397799.859999999,141494.879999999,25138040,2025/09/14 01:10:14+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,397799.86,141494.88,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9413416569,-77.0253783465,,2025/09/09 21:12:00+00,2025/09/09 22:36:00+00,807303726,
395448.700000003,139704.329999998,25138723,2025/09/11 03:34:46+00,MIDNIGHT,OTHERS,THEFT/OTHER,2650 - 2699 BLOCK OF CONNECTICUT AVENUE NW,395448.7,139704.33,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,38.925202808,-77.0524868108,,2025/09/10 10:30:00+00,2025/09/10 20:30:00+00,807303727,
397303.969999999,139874.350000001,25424046,2025/09/17 19:33:34+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF HARVARD STREET NW,397303.97,139874.35,1,1A,3,304,Cluster 2,003600 2,003600,Precinct 36,38.9267420524,-77.0310920102,,2025/09/12 14:25:00+00,2025/09/12 17:25:00+00,807303762,
400846.149999999,137116.190000001,25424086,2025/09/22 15:32:07+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 12TH STREET NE,400846.15,137116.19,6,6A,,,Cluster 25,008410 1,008410,Precinct 82,38.9018993517,-76.9902451599,,2025/09/19 09:05:00+00,2025/09/20 09:30:00+00,807303763,
405400.4155,134708.9978,25424164,2025/09/26 12:31:30+00,DAY,OTHERS,THEFT/OTHER,4400 - 4499 BLOCK OF G STREET SE,405400.415522965,134708.997754441,7,7E,6,604,Cluster 33,009907 1,009907,Precinct 103,38.8801982898,-76.9377602407,,2025/08/20 04:58:00+00,2025/08/20 05:01:00+00,807303764,
393126.32,139411.32,25424173,2025/09/27 12:31:35+00,DAY,OTHERS,THEFT/OTHER,4000 - 4019 BLOCK OF CALVERT STREET NW,393126.32,139411.32,3,3B,2,204,Cluster 14,000702 1,000702,Precinct 11,38.922548184,-77.0792661738,,2025/09/24 13:35:00+00,2025/09/24 21:35:00+00,807303765,
397633.43,144615.420000002,25137231,2025/09/08 16:50:56+00,DAY,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2025/09/08 13:35:00+00,2025/09/08 13:45:00+00,807304023,
400790.840000004,136927.600000001,25137718,2025/09/09 08:14:38+00,MIDNIGHT,OTHERS,BURGLARY,1100 - 1199 BLOCK OF H STREET NE,400790.84,136927.6,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9002005173,-76.9908830183,,2025/09/09 07:03:00+00,2025/09/09 08:00:00+00,807304024,
401135.799999997,136927.440000001,25138357,2025/09/10 15:23:42+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF H STREET NE,401135.8,136927.44,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.9001986979,-76.9869062421,,2025/09/10 14:36:00+00,,807304025,
394737.359999999,137483.940000001,25139644,2025/09/13 10:50:08+00,MIDNIGHT,OTHERS,THEFT/OTHER,3036 - 3099 BLOCK OF M STREET NW,394737.36,137483.94,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9051968264,-77.0606731533,GEORGETOWN,2025/09/12 19:01:00+00,2025/09/12 19:37:00+00,807304026,
403074.149099998,131528.8409,25139743,2025/09/12 23:00:35+00,EVENING,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF 30TH STREET SE,403074.149120806,131528.840855489,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.8515613393,-76.9645846634,,2025/09/12 21:36:00+00,2025/09/12 22:19:00+00,807304027,
398181.840000004,142445.890000001,25141724,2025/09/16 16:24:06+00,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF EMERSON STREET NW,398181.84,142445.89,4,4D,4,407,Cluster 18,002201 1,002201,Precinct 55,38.9499094964,-77.0209747744,,2025/09/15 23:30:00+00,2025/09/16 11:00:00+00,807304028,
401492.420000002,136756.449999999,25142030,2025/09/17 01:11:38+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF GALES STREET NE,401492.42,136756.45,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,38.8986578254,-76.9827954181,,2025/09/10 23:00:00+00,2025/09/11 00:30:00+00,807304029,
407304.93,136672.940000001,25142121,2025/09/17 07:30:18+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,614 - 629 BLOCK OF EASTERN AVENUE NE,407304.93,136672.94,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8978764525,-76.9157898532,,2025/09/17 04:32:00+00,2025/09/17 07:23:00+00,807304030,
397430.659999996,136664.370000001,25142420,2025/09/17 21:41:36+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2025/09/17 20:19:00+00,2025/09/17 20:39:00+00,807304031,
399556.840000004,131226.350000001,25142499,2025/09/17 23:32:33+00,EVENING,OTHERS,BURGLARY,200 - 224 BLOCK OF NEWCOMB STREET SE,399556.84,131226.35,8,8C,7,707,Cluster 39,010400 2,010400,Precinct 123,38.8488416301,-77.0051051727,,2025/09/17 18:42:00+00,2025/09/17 19:50:00+00,807304032,
402808.880000003,132407.5,25142767,2025/09/18 17:11:35+00,DAY,KNIFE,ROBBERY,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,402808.88,132407.5,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8594775631,-76.9676370731,,2025/09/18 15:01:00+00,2025/09/18 16:55:00+00,807304033,
402357.640000001,134072.23,25142824,2025/09/18 18:34:53+00,DAY,OTHERS,BURGLARY,2200 - 2305 BLOCK OF PENNSYLVANIA AVENUE SE,402357.64,134072.23,7,7B,6,607,Cluster 34,007601 1,007601,Precinct 111,38.8744754585,-76.9728303927,,2025/09/18 16:34:00+00,2025/09/18 17:30:00+00,807304034,
398430.039999999,139221.190000001,25142949,2025/09/18 22:40:21+00,EVENING,OTHERS,THEFT/OTHER,2222 - 2299 BLOCK OF 4TH STREET NW,398430.04,139221.19,1,1E,3,306,Cluster 3,003400 5,003400,Precinct 20,38.9208609121,-77.0181040961,,2025/09/18 15:00:00+00,2025/09/18 19:30:00+00,807304035,
396326.740000002,139604.809999999,25145175,2025/09/22 23:09:40+00,EVENING,OTHERS,THEFT/OTHER,1730 - 1797 BLOCK OF LANIER PLACE NW,396326.74,139604.81,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9243104093,-77.0423604874,ADAMS MORGAN,2025/09/22 23:06:00+00,2025/09/22 23:08:00+00,807304036,
401418.259999998,134946.18,25145613,2025/09/24 01:26:13+00,EVENING,OTHERS,THEFT F/AUTO,500 - 549 BLOCK OF 15TH STREET SE,401418.26,134946.18,7,7D,1,107,Cluster 26,006802 2,006802,Precinct 91,38.8823503599,-76.9836540694,,2025/09/23 18:45:00+00,2025/09/23 20:16:00+00,807304037,
397428.210000001,145773.760000002,25146571,2025/09/25 16:46:47+00,DAY,OTHERS,THEFT F/AUTO,7400 - 7499 BLOCK OF 13TH STREET NW,397428.21,145773.76,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,38.9798858896,-77.0296813312,,2025/09/25 15:01:00+00,2025/09/25 15:48:00+00,807304038,
399616.310000002,138948.719999999,25146598,2025/09/25 16:40:53+00,DAY,OTHERS,THEFT/OTHER,128 - 199 BLOCK OF RHODE ISLAND AVENUE NE,399616.31,138948.72,5,5F,5,502,Cluster 21,008701 2,008701,Precinct 75,38.918407732,-77.004424394,,2025/09/24 13:43:00+00,2025/09/24 14:56:00+00,807304039,
396460.670000002,138388.41,25147050,2025/09/26 11:18:13+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF RIGGS PLACE NW,396460.67,138388.41,2,2B,3,301,Cluster 6,004202 1,004202,Precinct 15,38.9133532304,-77.0408097194,,2025/03/15 13:00:00+00,2025/03/15 14:00:00+00,807304040,
394449.149999999,137479.059999999,25139559,2025/09/12 20:29:37+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9051510928,-77.0639958956,GEORGETOWN,2025/09/12 15:18:00+00,2025/09/12 17:37:00+00,807304120,
395165.259999998,140996.48,25140258,2025/09/13 19:34:44+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2899 BLOCK OF QUEBEC STREET NW,395165.26,140996.48,3,3C,2,203,Cluster 15,001304 3,001304,Precinct 34,38.9368413761,-77.0557646187,,2025/09/13 18:59:00+00,2025/09/13 19:40:00+00,807304121,
401541.486900002,132764.691100001,25140455,2025/09/14 03:13:54+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1600 - 1665 BLOCK OF GALEN STREET SE,401541.486911384,132764.691064636,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,38.8626984242,-76.982238729,,2025/09/14 01:47:00+00,2025/09/14 03:15:00+00,807304122,
398099.359999999,138387.309999999,25140461,2025/09/14 02:42:01+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF 7TH STREET NW,398099.36,138387.31,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.9133483927,-77.0219150455,,2025/09/14 02:10:00+00,2025/09/14 02:17:00+00,807304123,
399283.189999998,134605.960000001,25423786,2025/08/30 13:01:00+00,DAY,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2025/08/29 20:20:00+00,2025/08/29 21:45:00+00,807304156,
400083.810000002,142738.949999999,25423923,2025/09/10 11:32:06+00,DAY,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF GALLOWAY STREET NE,400083.81,142738.95,5,5A,4,406,Cluster 19,009508 4,009508,Precinct 66,38.9525513383,-76.9990331099,,2025/08/15 13:00:00+00,2025/09/06 14:00:00+00,807304157,
396513.939999998,138552.710000001,25423981,2025/09/12 13:02:25+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF SWANN STREET NW,396513.94,138552.71,2,2B,3,301,Cluster 6,004201 3,004201,Precinct 141,38.9148335127,-77.0401963318,,2025/09/11 18:20:00+00,2025/09/11 18:25:00+00,807304158,
396838.799999997,140360.75,25424043,2025/09/17 15:33:17+00,DAY,OTHERS,THEFT F/AUTO,3200 - 3299 BLOCK OF 16TH STREET NW,396838.8,140360.75,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 40,38.931122144,-77.0364588306,,2025/08/24 21:30:00+00,2025/08/24 21:30:00+00,807304159,
397115.740000002,138058.609999999,25424090,2025/09/23 20:32:11+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF CHURCH STREET NW,397115.74,138058.61,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9103846743,-77.0332551474,,2025/09/18 23:55:00+00,2025/09/21 23:55:00+00,807304160,
397564.060000002,136801.670000002,25424129,2025/09/24 15:32:56+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 12TH STREET NW,397564.06,136801.67,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8990630752,-77.0280816177,DOWNTOWN,2025/09/22 17:00:00+00,2025/09/22 20:30:00+00,807304161,
394283.409999996,142275.719999999,25147055,2025/09/26 11:37:04+00,DAY,OTHERS,THEFT/OTHER,4500 - 4529 BLOCK OF CONNECTICUT AVENUE NW,394283.41,142275.72,3,3F,2,203,Cluster 12,001301 1,001301,Precinct 138,38.9483598392,-77.065946665,,2025/09/24 21:47:00+00,2025/09/24 22:10:00+00,807304427,
393039.43,142375.16,25147186,2025/09/26 17:13:10+00,DAY,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,393039.43,142375.16,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9492466458,-77.0802982386,,2025/09/26 16:36:00+00,2025/09/26 16:40:00+00,807304428,
401319.700000003,138348.309999999,25147698,2025/09/27 13:50:43+00,DAY,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF PROVIDENCE STREET NE,401319.7,138348.31,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9129981319,-76.9847834712,,2025/09/27 12:42:00+00,2025/09/27 13:20:00+00,807304429,
398010.079999998,138818.940000001,25131705,2025/08/29 13:14:12+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/08/29 12:23:00+00,2025/08/29 12:35:00+00,807304681,
397769.619999997,144596.23,25132170,2025/08/30 03:37:26+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,6500 - 6599 BLOCK OF PINEY BRANCH ROAD NW,397769.62,144596.23,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,38.969279362,-77.025737247,,2025/08/30 01:50:00+00,2025/08/30 02:30:00+00,807304682,
396746.969999999,137976.41,25141641,2025/09/16 11:46:22+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2025/09/16 11:20:00+00,2025/09/16 11:30:00+00,807304870,
398834.554899998,134456.7344,25143434,2025/09/19 19:50:10+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF DELAWARE AVENUE SW,398834.554908871,134456.734426207,6,6D,1,105,Cluster 9,010500 3,010500,Precinct 128,38.8779416148,-77.0134313225,SOUTHWEST,2025/09/19 17:14:00+00,2025/09/19 19:08:00+00,807304871,
401555.920000002,133155.489999998,25144676,2025/09/21 23:54:12+00,EVENING,OTHERS,THEFT/OTHER,1533 - 1600 BLOCK OF MARION BARRY AVENUE SE,401555.92,133155.49,8,8A,7,701,Cluster 28,007504 2,007504,Precinct 114,38.8662188774,-76.9820715442,ANACOSTIA,2025/09/21 23:32:00+00,,807304872,
398809.619999997,134827.670000002,25144689,2025/09/22 00:19:33+00,EVENING,OTHERS,THEFT/OTHER,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2025/09/22 00:03:00+00,2025/09/22 00:20:00+00,807304873,
399939.810000002,137900.73,25144753,2025/09/22 03:13:08+00,MIDNIGHT,GUN,ROBBERY,1200 - 1399 BLOCK OF UNION STREET NE,399939.81,137900.73,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9089671676,-77.0006939692,,2025/09/22 01:18:00+00,,807304874,
400268.5,130332.129999999,25144840,2025/09/22 14:53:35+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3304 - 3398 BLOCK OF 7TH STREET SE,400268.5,130332.13,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,38.8407861706,-76.9969072475,,2025/09/22 10:37:00+00,2025/09/22 11:42:00+00,807304875,
400589.834299996,134826.046799999,25146470,2025/09/25 11:04:13+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF G STREET SE,400589.8343345,134826.046842549,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8812690999,-76.993202061,,2025/09/22 00:00:00+00,2025/09/22 00:05:00+00,807304876,
397660.880000003,142303.25,25146956,2025/09/26 04:31:15+00,MIDNIGHT,GUN,ROBBERY,4800 - 4817 BLOCK OF GEORGIA AVENUE NW,397660.88,142303.25,4,4E,4,404,Cluster 18,002002 1,002002,Precinct 54,38.9486233233,-77.02698422,,2025/09/26 03:17:00+00,2025/09/26 04:26:00+00,807304877,
397162.060000002,140182.43,25147077,2025/09/26 15:12:17+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/09/26 12:52:00+00,2025/09/26 13:06:00+00,807304878,
404257.149999999,136006.91,25147724,2025/09/27 16:35:56+00,DAY,OTHERS,BURGLARY,3800 - 3825 BLOCK OF BLAINE STREET NE,404257.15,136006.91,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8918966542,-76.9509283258,,2025/09/27 13:48:00+00,2025/09/27 14:10:00+00,807304879,
400489.299999997,136927.760000002,25132990,2025/08/31 18:00:38+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF H STREET NE,400489.3,136927.76,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.9002021782,-76.9943592393,,2025/08/31 17:48:00+00,2025/08/31 18:00:00+00,807305070,
404084.549999997,139109.41,25134202,2025/09/02 22:57:55+00,EVENING,OTHERS,THEFT/OTHER,2400 - 2499 BLOCK OF MARKET STREET NE,404084.55,139109.41,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,38.9198458716,-76.9528994141,,2025/09/02 21:49:00+00,2025/09/02 21:52:00+00,807305071,
405519.700000003,135471.100000001,25134239,2025/09/03 00:11:30+00,EVENING,OTHERS,BURGLARY,4555 - 4612 BLOCK OF BENNING ROAD SE,405519.7,135471.1,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 103,38.8870628574,-76.936379367,,2025/08/06 22:56:00+00,2025/09/02 21:00:00+00,807305072,
398007.710000001,140667.710000001,25134334,2025/09/03 04:43:44+00,MIDNIGHT,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF NEWTON PLACE NW,398007.71,140667.71,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.933890761,-77.0229784205,,2025/08/31 07:55:00+00,2025/08/31 08:00:00+00,807305073,
405719.539999999,136562.140000001,25135075,2025/09/04 13:58:03+00,DAY,OTHERS,MOTOR VEHICLE THEFT,533 - 599 BLOCK OF 48TH PLACE NE,405719.54,136562.14,7,7C,6,602,Cluster 30,007804 1,007804,Precinct 98,38.896890071,-76.9340669086,,2025/09/04 11:15:00+00,2025/09/04 12:30:00+00,807305074,
398302.159999996,140165.260000002,25136055,2025/09/06 02:17:48+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,IRVING STREET NW AND WARDER STREET NW,398302.15999638,140165.2599995,1,1E,4,409,Cluster 2,003200 4,003200,Precinct 38,38.929365156,-77.0195810878,,2025/09/06 01:49:00+00,,807305075,
398256.859999999,138689.390000001,25136186,2025/09/06 08:27:00+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF 6TH STREET NW,398256.86,138689.39,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9160699568,-77.0200997822,,2025/09/06 07:07:00+00,2025/09/06 08:10:00+00,807305076,
397986.859999999,143279.77,25136319,2025/09/06 17:26:16+00,DAY,OTHERS,BURGLARY,700 - 799 BLOCK OF LONGFELLOW STREET NW,397986.86,143279.77,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9574208854,-77.0232265627,,2025/09/06 15:40:00+00,2025/09/06 17:26:00+00,807305077,
398099.020000003,138206.329999998,25136337,2025/09/06 17:49:12+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1623 BLOCK OF 7TH STREET NW,398099.02,138206.33,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.911718063,-77.0219184648,,2025/09/06 16:43:00+00,2025/09/06 17:47:00+00,807305078,
402521.977600001,133587.454999998,25136656,2025/09/07 06:19:42+00,MIDNIGHT,OTHERS,THEFT/OTHER,1602 - 1699 BLOCK OF 25TH STREET SE,402521.977632293,133587.4550014,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,38.8701079546,-76.970938333,,2025/09/07 04:07:00+00,2025/09/07 06:19:00+00,807305079,
